,GMIS.Region,Old.Region,GMIS.Division,Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
11759,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Accountant III,1,0,1,100
11760,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Aide I,10,12,22,45.45
11761,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Aide II,1,0,1,100
11762,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Aide IV,5,0,5,100
11763,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Aide VI,8,1,9,88.89
11764,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Assistant II,84,4,88,95.45
11765,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Assistant III,58,2,60,96.67
11766,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Officer I,2,1,3,66.67
11767,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Officer II,147,0,147,100
11768,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Officer IV,4,0,4,100
11769,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Administrative Officer V,2,0,2,100
11770,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Assistant Schools Division Superintendent,1,0,1,100
11771,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Attorney III,1,0,1,100
11772,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Chief Education Supervisor,2,0,2,100
11773,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Dental Aide,2,0,2,100
11774,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Dentist II,2,0,2,100
11775,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Education Program Specialist II,4,1,5,80
11776,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Education Program Supervisor,11,0,11,100
11777,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Engineer III,1,0,1,100
11778,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Farm Worker I,1,0,1,100
11779,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Guidance Counselor II,2,9,11,18.18
11780,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Guidance Counselor III,1,0,1,100
11781,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Head Teacher I,20,9,29,68.97
11782,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Head Teacher II,21,0,21,100
11783,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Head Teacher III,28,8,36,77.78
11784,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Health Education and Promotion Officer III,1,0,1,100
11785,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Information Technology Officer I,1,0,1,100
11786,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Librarian I,1,0,1,100
11787,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Librarian II,1,0,1,100
11788,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Master Fisherman I,1,0,1,100
11789,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Master Teacher I,140,0,140,100
11790,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Master Teacher II,38,1,39,97.44
11791,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Medical Officer III,1,0,1,100
11792,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Nurse II,18,0,18,100
11793,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Planning Officer III,1,0,1,100
11794,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Project Development Officer I,11,0,11,100
11795,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Project Development Officer II,2,0,2,100
11796,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Public Schools District Supervisor,10,0,10,100
11797,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Registrar I,4,0,4,100
11798,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,School Librarian III,1,0,1,100
11799,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,School Principal I,30,14,44,68.18
11800,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,School Principal II,43,3,46,93.48
11801,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,School Principal III,19,1,20,95
11802,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,School Principal IV,12,0,12,100
11803,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Schools Division Superintendent,1,0,1,100
11804,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Security Guard I,10,4,14,71.43
11805,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Senior Education Program Specialist,4,0,4,100
11806,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Special Education Teacher I,23,1,24,95.83
11807,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Special Education Teacher II,5,0,5,100
11808,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Special Education Teacher III,5,0,5,100
11809,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Special Science Teacher I,9,3,12,75
11810,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Teacher I,1058,8,1066,99.25
11811,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Teacher II,585,8,593,98.65
11812,Region XIII - CARAGA,CARAGA,Division of Agusan del Norte,Agusan del Norte,Teacher III,1410,3,1413,99.79
11813,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Accountant III,1,0,1,100
11814,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Aide I,20,3,23,86.96
11815,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Aide III,2,1,3,66.67
11816,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Aide IV,4,1,5,80
11817,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Aide VI,8,0,8,100
11818,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Assistant I,1,0,1,100
11819,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Assistant II,178,2,180,98.89
11820,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Assistant III,104,1,105,99.05
11821,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Officer I,3,0,3,100
11822,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Officer II,282,1,283,99.65
11823,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Officer IV,5,0,5,100
11824,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Administrative Officer V,2,0,2,100
11825,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Assistant School Principal II,3,0,3,100
11826,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Assistant Schools Division Superintendent,1,0,1,100
11827,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Attorney III,1,0,1,100
11828,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Chief Education Supervisor,2,0,2,100
11829,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Dental Aide,1,2,3,33.33
11830,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Education Program Specialist II,5,0,5,100
11831,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Education Program Supervisor,11,0,11,100
11832,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Engineer III,1,0,1,100
11833,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Guidance Counselor I,6,8,14,42.86
11834,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Guidance Counselor II,1,24,25,4
11835,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Head Teacher I,111,3,114,97.37
11836,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Head Teacher II,62,2,64,96.88
11837,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Head Teacher III,30,3,33,90.91
11838,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Head Teacher IV,6,1,7,85.71
11839,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Information Technology Officer I,1,0,1,100
11840,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Librarian I,1,0,1,100
11841,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Librarian II,1,0,1,100
11842,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Master Teacher I,362,3,365,99.18
11843,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Master Teacher II,114,1,115,99.13
11844,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Master Teacher III,2,2,4,50
11845,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Nurse II,45,3,48,93.75
11846,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Planning Officer III,1,0,1,100
11847,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Project Development Officer I,15,0,15,100
11848,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Project Development Officer II,2,0,2,100
11849,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Public Schools District Supervisor,10,0,10,100
11850,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Registrar I,3,0,3,100
11851,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,School Librarian I,1,0,1,100
11852,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,School Principal I,106,2,108,98.15
11853,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,School Principal II,46,0,46,100
11854,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,School Principal III,27,0,27,100
11855,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,School Principal IV,7,0,7,100
11856,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Security Guard I,18,3,21,85.71
11857,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Senior Education Program Specialist,4,0,4,100
11858,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Special Education Teacher I,19,2,21,90.48
11859,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Special Science Teacher I,70,0,70,100
11860,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Teacher I,3060,50,3110,98.39
11861,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Teacher II,1200,35,1235,97.17
11862,Region XIII - CARAGA,CARAGA,Division of Agusan del Sur,Agusan del Sur,Teacher III,2678,25,2703,99.08
11863,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Accountant III,1,0,1,100
11864,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Aide I,1,2,3,33.33
11865,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Aide III,1,0,1,100
11866,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Aide IV,2,0,2,100
11867,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Aide VI,5,0,5,100
11868,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Assistant I,1,0,1,100
11869,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Assistant II,26,0,26,100
11870,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Assistant III,27,0,27,100
11871,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Officer I,1,0,1,100
11872,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Officer II,40,0,40,100
11873,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Officer IV,4,0,4,100
11874,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Administrative Officer V,2,0,2,100
11875,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Assistant School Principal II,3,0,3,100
11876,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Assistant Schools Division Superintendent,1,0,1,100
11877,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Chief Education Supervisor,2,0,2,100
11878,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Education Program Specialist II,3,0,3,100
11879,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Education Program Supervisor,11,0,11,100
11880,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Guidance Counselor II,1,4,5,20
11881,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Head Teacher I,15,0,15,100
11882,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Head Teacher II,13,0,13,100
11883,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Head Teacher III,8,0,8,100
11884,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Head Teacher IV,2,0,2,100
11885,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Head Teacher V,1,0,1,100
11886,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Head Teacher VI,1,0,1,100
11887,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Information Technology Officer I,1,0,1,100
11888,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Librarian II,1,0,1,100
11889,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Master Teacher I,87,0,87,100
11890,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Master Teacher II,31,0,31,100
11891,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Medical Officer III,1,0,1,100
11892,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Nurse II,9,0,9,100
11893,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Planning Officer III,1,0,1,100
11894,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Project Development Officer I,5,0,5,100
11895,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Project Development Officer II,2,0,2,100
11896,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Public Schools District Supervisor,1,1,2,50
11897,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Registrar I,1,0,1,100
11898,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,School Principal I,14,1,15,93.33
11899,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,School Principal II,15,0,15,100
11900,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,School Principal III,10,0,10,100
11901,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,School Principal IV,1,0,1,100
11902,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Schools Division Superintendent,1,0,1,100
11903,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Security Guard I,3,0,3,100
11904,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Senior Education Program Specialist,2,0,2,100
11905,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Special Education Teacher I,10,0,10,100
11906,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Special Education Teacher II,1,0,1,100
11907,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Special Science Teacher I,14,2,16,87.5
11908,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Teacher I,322,0,322,100
11909,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Teacher II,227,0,227,100
11910,Region XIII - CARAGA,CARAGA,Division of Bayugan City,Bayugan City,Teacher III,562,0,562,100
11911,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Accountant III,1,0,1,100
11912,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Aide I,7,0,7,100
11913,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Aide III,2,0,2,100
11914,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Aide IV,3,0,3,100
11915,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Aide VI,7,1,8,87.5
11916,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Assistant I,1,0,1,100
11917,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Assistant II,24,0,24,100
11918,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Assistant III,26,1,27,96.3
11919,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Officer I,1,0,1,100
11920,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Officer II,38,0,38,100
11921,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Officer IV,4,0,4,100
11922,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Administrative Officer V,2,0,2,100
11923,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Assistant Schools Division Superintendent,1,0,1,100
11924,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Attorney III,1,0,1,100
11925,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Chief Education Supervisor,2,0,2,100
11926,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Dentist II,1,1,2,50
11927,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Education Program Specialist II,5,0,5,100
11928,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Education Program Supervisor,11,0,11,100
11929,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Engineer III,1,0,1,100
11930,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Guidance Counselor I,1,1,2,50
11931,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Head Teacher I,22,0,22,100
11932,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Head Teacher II,5,0,5,100
11933,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Head Teacher III,11,0,11,100
11934,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Information Technology Officer I,1,0,1,100
11935,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Librarian II,1,0,1,100
11936,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Master Teacher I,67,0,67,100
11937,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Master Teacher II,18,2,20,90
11938,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Medical Officer III,1,0,1,100
11939,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Nurse II,9,0,9,100
11940,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Planning Officer III,1,0,1,100
11941,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Project Development Officer I,8,0,8,100
11942,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Project Development Officer II,2,0,2,100
11943,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Public Schools District Supervisor,10,0,10,100
11944,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Registrar I,1,0,1,100
11945,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,School Principal I,13,9,22,59.09
11946,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,School Principal II,14,0,14,100
11947,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,School Principal III,2,0,2,100
11948,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,School Principal IV,2,0,2,100
11949,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Schools Division Superintendent,1,0,1,100
11950,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Security Guard I,1,0,1,100
11951,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Senior Education Program Specialist,4,0,4,100
11952,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Special Education Teacher I,11,1,12,91.67
11953,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Special Education Teacher II,2,0,2,100
11954,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Special Science Teacher I,8,0,8,100
11955,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Teacher I,251,2,253,99.21
11956,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Teacher II,199,1,200,99.5
11957,Region XIII - CARAGA,CARAGA,Division of Bislig City,Bislig City,Teacher III,451,2,453,99.56
11958,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Accountant III,1,0,1,100
11959,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Aide I,11,4,15,73.33
11960,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Aide III,2,1,3,66.67
11961,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Aide IV,5,0,5,100
11962,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Aide VI,7,2,9,77.78
11963,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Assistant I,1,0,1,100
11964,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Assistant II,67,4,71,94.37
11965,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Assistant III,45,1,46,97.83
11966,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Officer I,2,0,2,100
11967,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Officer II,95,2,97,97.94
11968,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Officer IV,5,0,5,100
11969,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Administrative Officer V,2,0,2,100
11970,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Assistant School Principal II,3,0,3,100
11971,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Assistant Schools Division Superintendent,1,0,1,100
11972,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Attorney III,1,0,1,100
11973,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Chief Education Supervisor,1,1,2,50
11974,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Dentist II,2,0,2,100
11975,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Education Program Specialist II,5,0,5,100
11976,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Education Program Supervisor,11,0,11,100
11977,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Engineer III,1,0,1,100
11978,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Guidance Coordinator III,1,0,1,100
11979,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Guidance Counselor I,1,4,5,20
11980,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Guidance Counselor II,3,12,15,20
11981,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Guidance Counselor III,2,0,2,100
11982,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Head Teacher I,24,6,30,80
11983,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Head Teacher II,11,3,14,78.57
11984,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Head Teacher III,40,1,41,97.56
11985,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Head Teacher IV,9,2,11,81.82
11986,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Head Teacher V,5,0,5,100
11987,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Head Teacher VI,2,0,2,100
11988,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Information Technology Officer I,1,0,1,100
11989,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Librarian II,1,0,1,100
11990,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Master Teacher I,174,7,181,96.13
11991,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Master Teacher II,71,7,78,91.03
11992,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Medical Officer III,1,0,1,100
11993,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Nurse II,9,0,9,100
11994,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Planning Officer III,1,0,1,100
11995,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Project Development Officer I,8,0,8,100
11996,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Project Development Officer II,2,0,2,100
11997,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Public Schools District Supervisor,10,0,10,100
11998,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Registrar I,3,0,3,100
11999,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,School Librarian III,1,0,1,100
12000,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,School Principal I,35,0,35,100
12001,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,School Principal II,23,1,24,95.83
12002,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,School Principal III,17,0,17,100
12003,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,School Principal IV,16,0,16,100
12004,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Schools Division Superintendent,1,0,1,100
12005,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Security Guard I,4,4,8,50
12006,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Senior Education Program Specialist,4,0,4,100
